 -1.09034E-02, -1.13483E-02, -1.18128E-02, -1.22976E-02, -1.28029E-02, -1.33294E-02, -1.38771E-02, -1.44464E-02, -1.50373E-02, -1.56496E-02, -1.62831E-02, -1.69372E-02, -1.76112E-02, -1.83040E-02, -1.90144E-02, -1.97406E-02, -2.04806E-02, -2.12321E-02, -2.19923E-02, -2.27582E-02, -2.35262E-02, -2.42925E-02, -2.50529E-02, -2.58030E-02, -2.65381E-02, -2.72531E-02, -2.79431E-02, -2.86029E-02, -2.92272E-02, -2.98107E-02, -3.03482E-02, -3.08343E-02, -3.12637E-02, -3.16313E-02, -3.19318E-02, -3.21602E-02, -3.23117E-02, -3.23817E-02, -3.23664E-02, -3.22628E-02, -3.20687E-02, -3.17832E-02, -3.14069E-02, -3.09420E-02, -3.03919E-02, -2.97619E-02, -2.90584E-02, -2.82891E-02, -2.74628E-02, -2.65884E-02, -2.56756E-02, -2.47339E-02, -2.37726E-02, -2.28003E-02, -2.18254E-02, -2.08550E-02, -1.98959E-02, -1.89535E-02, -1.80325E-02, -1.71370E-02, -1.62698E-02, -1.54334E-02, -1.46294E-02, -1.38588E-02, -1.31223E-02, -1.24199E-02, -1.17514E-02, -1.11163E-02, -1.05139E-02, -9.94313E-03, -9.40302E-03, -8.89237E-03, -8.40995E-03, -7.95449E-03, -7.52468E-03, -7.11926E-03, -6.73694E-03,
 -1.10416E-02, -1.15047E-02, -1.19893E-02, -1.24959E-02, -1.30253E-02, -1.35780E-02, -1.41545E-02, -1.47550E-02, -1.53798E-02, -1.60289E-02, -1.67021E-02, -1.73990E-02, -1.81191E-02, -1.88612E-02, -1.96240E-02, -2.04061E-02, -2.12051E-02, -2.20187E-02, -2.28440E-02, -2.36776E-02, -2.45157E-02, -2.53540E-02, -2.61880E-02, -2.70127E-02, -2.78228E-02, -2.86129E-02, -2.93773E-02, -3.01102E-02, -3.08058E-02, -3.14583E-02, -3.20618E-02, -3.26103E-02, -3.30980E-02, -3.35189E-02, -3.38670E-02, -3.41364E-02, -3.43212E-02, -3.44159E-02, -3.44154E-02, -3.43157E-02, -3.41137E-02, -3.38079E-02, -3.33985E-02, -3.28876E-02, -3.22794E-02, -3.15799E-02, -3.07968E-02, -2.99393E-02, -2.90178E-02, -2.80433E-02, -2.70273E-02, -2.59809E-02, -2.49153E-02, -2.38405E-02, -2.27660E-02, -2.17001E-02, -2.06502E-02, -1.96224E-02, -1.86217E-02, -1.76523E-02, -1.67173E-02, -1.58187E-02, -1.49583E-02, -1.41367E-02, -1.33542E-02, -1.26106E-02, -1.19054E-02, -1.12377E-02, -1.06064E-02, -1.00102E-02, -9.44775E-03, -8.91752E-03, -8.41802E-03, -7.94771E-03, -7.50508E-03, -7.08860E-03, -6.69682E-03,
 -1.11713E-02, -1.16529E-02, -1.21578E-02, -1.26870E-02, -1.32411E-02, -1.38209E-02, -1.44270E-02, -1.50601E-02, -1.57203E-02, -1.64081E-02, -1.71233E-02, -1.78657E-02, -1.86348E-02, -1.94297E-02, -2.02491E-02, -2.10915E-02, -2.19547E-02, -2.28361E-02, -2.37326E-02, -2.46406E-02, -2.55559E-02, -2.64740E-02, -2.73896E-02, -2.82973E-02, -2.91912E-02, -3.00651E-02, -3.09128E-02, -3.17278E-02, -3.25037E-02, -3.32339E-02, -3.39121E-02, -3.45318E-02, -3.50864E-02, -3.55692E-02, -3.59733E-02, -3.62917E-02, -3.65174E-02, -3.66434E-02, -3.66632E-02, -3.65714E-02, -3.63634E-02, -3.60370E-02, -3.55917E-02, -3.50296E-02, -3.43554E-02, -3.35761E-02, -3.27011E-02, -3.17415E-02, -3.07100E-02, -2.96199E-02, -2.84849E-02, -2.73185E-02, -2.61337E-02, -2.49425E-02, -2.37556E-02, -2.25826E-02, -2.14316E-02, -2.03093E-02, -1.92211E-02, -1.81713E-02, -1.71627E-02, -1.61976E-02, -1.52770E-02, -1.44014E-02, -1.35708E-02, -1.27845E-02, -1.20415E-02, -1.13404E-02, -1.06799E-02, -1.00581E-02, -9.47337E-03, -8.92385E-03, -8.40769E-03, -7.92307E-03, -7.46820E-03, -7.04132E-03, -6.64076E-03,
 -1.12914E-02, -1.17916E-02, -1.23171E-02, -1.28691E-02, -1.34484E-02, -1.40561E-02, -1.46929E-02, -1.53597E-02, -1.60571E-02, -1.67853E-02, -1.75448E-02, -1.83354E-02, -1.91567E-02, -2.00081E-02, -2.08884E-02, -2.17961E-02, -2.27289E-02, -2.36842E-02, -2.46587E-02, -2.56486E-02, -2.66493E-02, -2.76556E-02, -2.86620E-02, -2.96622E-02, -3.06496E-02, -3.16173E-02, -3.25583E-02, -3.34653E-02, -3.43314E-02, -3.51493E-02, -3.59121E-02, -3.66127E-02, -3.72440E-02, -3.77985E-02, -3.82686E-02, -3.86459E-02, -3.89219E-02, -3.90880E-02, -3.91355E-02, -3.90571E-02, -3.88466E-02, -3.84999E-02, -3.80160E-02, -3.73966E-02, -3.66471E-02, -3.57758E-02, -3.47941E-02, -3.37158E-02, -3.25563E-02, -3.13318E-02, -3.00591E-02, -2.87544E-02, -2.74331E-02, -2.61092E-02, -2.47952E-02, -2.35018E-02, -2.22381E-02, -2.10113E-02, -1.98272E-02, -1.86897E-02, -1.76019E-02, -1.65655E-02, -1.55812E-02, -1.46490E-02, -1.37682E-02, -1.29377E-02, -1.21559E-02, -1.14211E-02, -1.07312E-02, -1.00840E-02, -9.47734E-03, -8.90904E-03, -8.37687E-03, -7.87867E-03, -7.41235E-03, -6.97589E-03, -6.56738E-03,
 -1.14003E-02, -1.19191E-02, -1.24654E-02, -1.30405E-02, -1.36455E-02, -1.42817E-02, -1.49502E-02, -1.56519E-02, -1.63878E-02, -1.71584E-02, -1.79644E-02, -1.88059E-02, -1.96829E-02, -2.05946E-02, -2.15403E-02, -2.25184E-02, -2.35268E-02, -2.45628E-02, -2.56228E-02, -2.67029E-02, -2.77979E-02, -2.89023E-02, -3.00097E-02, -3.11130E-02, -3.22050E-02, -3.32777E-02, -3.43232E-02, -3.53335E-02, -3.63008E-02, -3.72173E-02, -3.80755E-02, -3.88679E-02, -3.95870E-02, -4.02247E-02, -4.07725E-02, -4.12206E-02, -4.15589E-02, -4.17763E-02, -4.18618E-02, -4.18049E-02, -4.15969E-02, -4.12317E-02, -4.07066E-02, -4.00233E-02, -3.91875E-02, -3.82094E-02, -3.71032E-02, -3.58857E-02, -3.45761E-02, -3.31946E-02, -3.17616E-02, -3.02967E-02, -2.88183E-02, -2.73429E-02, -2.58847E-02, -2.44561E-02, -2.30668E-02, -2.17246E-02, -2.04352E-02, -1.92028E-02, -1.80298E-02, -1.69174E-02, -1.58658E-02, -1.48743E-02, -1.39416E-02, -1.30658E-02, -1.22448E-02, -1.14760E-02, -1.07569E-02, -1.00848E-02, -9.45689E-03, -8.87063E-03, -8.32334E-03, -7.81253E-03, -7.33576E-03, -6.89074E-03, -6.47530E-03,
 -1.14966E-02, -1.20339E-02, -1.26010E-02, -1.31994E-02, -1.38304E-02, -1.44957E-02, -1.51965E-02, -1.59342E-02, -1.67100E-02, -1.75248E-02, -1.83796E-02, -1.92748E-02, -2.02106E-02, -2.11868E-02, -2.22027E-02, -2.32568E-02, -2.43472E-02, -2.54712E-02, -2.66251E-02, -2.78045E-02, -2.90040E-02, -3.02173E-02, -3.14373E-02, -3.26561E-02, -3.38651E-02, -3.50555E-02, -3.62182E-02, -3.73443E-02, -3.84250E-02, -3.94520E-02, -4.04174E-02, -4.13136E-02, -4.21327E-02, -4.28666E-02, -4.35057E-02, -4.40393E-02, -4.44549E-02, -4.47386E-02, -4.48758E-02, -4.48520E-02, -4.46546E-02, -4.42744E-02, -4.37065E-02, -4.29517E-02, -4.20166E-02, -4.09137E-02, -3.96606E-02, -3.82787E-02, -3.67920E-02, -3.52258E-02, -3.36051E-02, -3.19539E-02, -3.02942E-02, -2.86451E-02, -2.70234E-02, -2.54425E-02, -2.39133E-02, -2.24436E-02, -2.10394E-02, -1.97041E-02, -1.84398E-02, -1.72469E-02, -1.61247E-02, -1.50718E-02, -1.40857E-02, -1.31640E-02, -1.23035E-02, -1.15011E-02, -1.07534E-02, -1.00572E-02, -9.40908E-03, -8.80597E-03, -8.24478E-03, -7.72258E-03, -7.23662E-03, -6.78427E-03, -6.36311E-03,
 -1.15786E-02, -1.21343E-02, -1.27220E-02, -1.33436E-02, -1.40009E-02, -1.46955E-02, -1.54293E-02, -1.62039E-02, -1.70208E-02, -1.78815E-02, -1.87872E-02, -1.97389E-02, -2.07370E-02, -2.17818E-02, -2.28728E-02, -2.40089E-02, -2.51883E-02, -2.64083E-02, -2.76651E-02, -2.89542E-02, -3.02695E-02, -3.16042E-02, -3.29500E-02, -3.42981E-02, -3.56385E-02, -3.69611E-02, -3.82554E-02, -3.95111E-02, -4.07186E-02, -4.18690E-02, -4.29542E-02, -4.39667E-02, -4.48991E-02, -4.57433E-02, -4.64899E-02, -4.71267E-02, -4.76388E-02, -4.80086E-02, -4.82165E-02, -4.82425E-02, -4.80683E-02, -4.76795E-02, -4.70682E-02, -4.62337E-02, -4.51836E-02, -4.39335E-02, -4.25058E-02, -4.09279E-02, -3.92304E-02, -3.74452E-02, -3.56035E-02, -3.37345E-02, -3.18646E-02, -3.00163E-02, -2.82086E-02, -2.64565E-02, -2.47713E-02, -2.31614E-02, -2.16320E-02, -2.01860E-02, -1.88244E-02, -1.75467E-02, -1.63511E-02, -1.52348E-02, -1.41946E-02, -1.32268E-02, -1.23272E-02, -1.14919E-02, -1.07167E-02, -9.99766E-03, -9.33077E-03, -8.71232E-03, -8.13875E-03, -7.60671E-03, -7.11306E-03, -6.65486E-03, -6.22940E-03,
 -1.16448E-02, -1.22183E-02, -1.28263E-02, -1.34710E-02, -1.41544E-02, -1.48786E-02, -1.56457E-02, -1.64579E-02, -1.73171E-02, -1.82251E-02, -1.91838E-02, -2.01946E-02, -2.12584E-02, -2.23760E-02, -2.35473E-02, -2.47716E-02, -2.60474E-02, -2.73721E-02, -2.87421E-02, -3.01522E-02, -3.15962E-02, -3.30662E-02, -3.45532E-02, -3.60466E-02, -3.75350E-02, -3.90064E-02, -4.04485E-02, -4.18495E-02, -4.31984E-02, -4.44857E-02, -4.57035E-02, -4.68450E-02, -4.79042E-02, -4.88742E-02, -4.97463E-02, -5.05076E-02, -5.11408E-02, -5.16233E-02, -5.19287E-02, -5.20287E-02, -5.18965E-02, -5.15104E-02, -5.08570E-02, -4.99338E-02, -4.87494E-02, -4.73239E-02, -4.56862E-02, -4.38723E-02, -4.19217E-02, -3.98750E-02, -3.77713E-02, -3.56465E-02, -3.35321E-02, -3.14547E-02, -2.94354E-02, -2.74908E-02, -2.56325E-02, -2.38685E-02, -2.22034E-02, -2.06388E-02, -1.91744E-02, -1.78081E-02, -1.65367E-02, -1.53561E-02, -1.42615E-02, -1.32480E-02, -1.23104E-02, -1.14437E-02, -1.06426E-02, -9.90253E-03, -9.21872E-03, -8.58683E-03, -8.00278E-03, -7.46276E-03, -6.96321E-03, -6.50089E-03, -6.07276E-03,
 -1.16932E-02, -1.22840E-02, -1.29119E-02, -1.35792E-02, -1.42884E-02, -1.50421E-02, -1.58427E-02, -1.66929E-02, -1.75951E-02, -1.85518E-02, -1.95654E-02, -2.06377E-02, -2.17705E-02, -2.29651E-02, -2.42220E-02, -2.55411E-02, -2.69212E-02, -2.83601E-02, -2.98541E-02, -3.13981E-02, -3.29853E-02, -3.46069E-02, -3.62524E-02, -3.79098E-02, -3.95655E-02, -4.12050E-02, -4.28137E-02, -4.43773E-02, -4.58835E-02, -4.73217E-02, -4.86845E-02, -4.99669E-02, -5.11655E-02, -5.22767E-02, -5.32940E-02, -5.42054E-02, -5.49910E-02, -5.56222E-02, -5.60628E-02, -5.62724E-02, -5.62112E-02, -5.58461E-02, -5.51556E-02, -5.41336E-02, -5.27908E-02, -5.11534E-02, -4.92601E-02, -4.71587E-02, -4.49011E-02, -4.25396E-02, -4.01234E-02, -3.76967E-02, -3.52974E-02, -3.29559E-02, -3.06961E-02, -2.85354E-02, -2.64854E-02, -2.45531E-02, -2.27416E-02, -2.10509E-02, -1.94786E-02, -1.80208E-02, -1.66723E-02, -1.54271E-02, -1.42789E-02, -1.32211E-02, -1.22473E-02, -1.13512E-02, -1.05266E-02, -9.76785E-03, -9.06952E-03, -8.42658E-03, -7.83436E-03, -7.28856E-03, -6.78523E-03, -6.32075E-03, -5.89183E-03,
 -1.17221E-02, -1.23293E-02, -1.29762E-02, -1.36655E-02, -1.44001E-02, -1.51828E-02, -1.60168E-02, -1.69051E-02, -1.78509E-02, -1.88572E-02, -1.99271E-02, -2.10633E-02, -2.22682E-02, -2.35439E-02, -2.48917E-02, -2.63123E-02, -2.78051E-02, -2.93683E-02, -3.09986E-02, -3.26907E-02, -3.44374E-02, -3.62291E-02, -3.80537E-02, -3.98970E-02, -4.17427E-02, -4.35731E-02, -4.53702E-02, -4.71165E-02, -4.87969E-02, -5.03999E-02, -5.19186E-02, -5.33509E-02, -5.46986E-02, -5.59641E-02, -5.71469E-02, -5.82380E-02, -5.92163E-02, -6.00454E-02, -6.06754E-02, -6.10474E-02, -6.11017E-02, -6.07872E-02, -6.00697E-02, -5.89381E-02, -5.74057E-02, -5.55082E-02, -5.32991E-02, -5.08430E-02, -4.82090E-02, -4.54652E-02, -4.26739E-02, -3.98897E-02, -3.71572E-02, -3.45116E-02, -3.19787E-02, -2.95762E-02, -2.73149E-02, -2.51998E-02, -2.32319E-02, -2.14083E-02, -1.97243E-02, -1.81731E-02, -1.67473E-02, -1.54385E-02, -1.42384E-02, -1.31388E-02, -1.21315E-02, -1.12090E-02, -1.03639E-02, -9.58960E-03, -8.87974E-03, -8.22861E-03, -7.63095E-03, -7.08197E-03, -6.57728E-03, -6.11293E-03, -5.68531E-03,
