 -1.11374E-02, -1.16167E-02, -1.21187E-02, -1.26439E-02, -1.31932E-02, -1.37670E-02, -1.43657E-02, -1.49897E-02, -1.56390E-02, -1.63136E-02, -1.70129E-02, -1.77363E-02, -1.84827E-02, -1.92507E-02, -2.00381E-02, -2.08427E-02, -2.16613E-02, -2.24904E-02, -2.33257E-02, -2.41623E-02, -2.49950E-02, -2.58176E-02, -2.66236E-02, -2.74061E-02, -2.81578E-02, -2.88713E-02, -2.95391E-02, -3.01540E-02, -3.07089E-02, -3.11974E-02, -3.16135E-02, -3.19522E-02, -3.22093E-02, -3.23817E-02, -3.24671E-02, -3.24646E-02, -3.23743E-02, -3.21973E-02, -3.19358E-02, -3.15932E-02, -3.11737E-02, -3.06825E-02, -3.01253E-02, -2.95086E-02, -2.88394E-02, -2.81249E-02, -2.73724E-02, -2.65893E-02, -2.57828E-02, -2.49596E-02, -2.41261E-02, -2.32885E-02, -2.24520E-02, -2.16214E-02, -2.08009E-02, -1.99942E-02, -1.92043E-02, -1.84336E-02, -1.76841E-02, -1.69575E-02, -1.62547E-02, -1.55765E-02, -1.49234E-02, -1.42956E-02, -1.36930E-02, -1.31153E-02, -1.25621E-02, -1.20330E-02, -1.15272E-02,
 -1.12941E-02, -1.17939E-02, -1.23184E-02, -1.28686E-02, -1.34452E-02, -1.40492E-02, -1.46811E-02, -1.53414E-02, -1.60306E-02, -1.67485E-02, -1.74951E-02, -1.82697E-02, -1.90715E-02, -1.98991E-02, -2.07504E-02, -2.16231E-02, -2.25139E-02, -2.34191E-02, -2.43340E-02, -2.52532E-02, -2.61709E-02, -2.70801E-02, -2.79735E-02, -2.88431E-02, -2.96805E-02, -3.04770E-02, -3.12239E-02, -3.19128E-02, -3.25353E-02, -3.30839E-02, -3.35516E-02, -3.39326E-02, -3.42219E-02, -3.44159E-02, -3.45120E-02, -3.45090E-02, -3.44072E-02, -3.42078E-02, -3.39135E-02, -3.35282E-02, -3.30568E-02, -3.25053E-02, -3.18805E-02, -3.11901E-02, -3.04421E-02, -2.96450E-02, -2.88074E-02, -2.79377E-02, -2.70442E-02, -2.61348E-02, -2.52168E-02, -2.42969E-02, -2.33811E-02, -2.24746E-02, -2.15821E-02, -2.07073E-02, -1.98534E-02, -1.90231E-02, -1.82181E-02, -1.74400E-02, -1.66897E-02, -1.59679E-02, -1.52748E-02, -1.46103E-02, -1.39742E-02, -1.33660E-02, -1.27852E-02, -1.22309E-02, -1.17023E-02,
 -1.14425E-02, -1.19629E-02, -1.25103E-02, -1.30859E-02, -1.36908E-02, -1.43259E-02, -1.49922E-02, -1.56905E-02, -1.64213E-02, -1.71850E-02, -1.79817E-02, -1.88110E-02, -1.96722E-02, -2.05641E-02, -2.14848E-02, -2.24318E-02, -2.34019E-02, -2.43911E-02, -2.53943E-02, -2.64058E-02, -2.74188E-02, -2.84256E-02, -2.94179E-02, -3.03864E-02, -3.13214E-02, -3.22127E-02, -3.30503E-02, -3.38241E-02, -3.45243E-02, -3.51419E-02, -3.56690E-02, -3.60985E-02, -3.64247E-02, -3.66434E-02, -3.67517E-02, -3.67482E-02, -3.66330E-02, -3.64079E-02, -3.60758E-02, -3.56414E-02, -3.51102E-02, -3.44895E-02, -3.37872E-02, -3.30122E-02, -3.21740E-02, -3.12826E-02, -3.03480E-02, -2.93801E-02, -2.83885E-02, -2.73821E-02, -2.63693E-02, -2.53576E-02, -2.43538E-02, -2.33636E-02, -2.23919E-02, -2.14428E-02, -2.05196E-02, -1.96248E-02, -1.87602E-02, -1.79272E-02, -1.71266E-02, -1.63587E-02, -1.56235E-02, -1.49208E-02, -1.42500E-02, -1.36103E-02, -1.30010E-02, -1.24209E-02, -1.18691E-02,
 -1.15810E-02, -1.21222E-02, -1.26928E-02, -1.32942E-02, -1.39279E-02, -1.45950E-02, -1.52968E-02, -1.60345E-02, -1.68090E-02, -1.76208E-02, -1.84705E-02, -1.93579E-02, -2.02828E-02, -2.12439E-02, -2.22398E-02, -2.32679E-02, -2.43250E-02, -2.54069E-02, -2.65082E-02, -2.76227E-02, -2.87427E-02, -2.98598E-02, -3.09641E-02, -3.20453E-02, -3.30918E-02, -3.40919E-02, -3.50336E-02, -3.59049E-02, -3.66945E-02, -3.73917E-02, -3.79870E-02, -3.84723E-02, -3.88409E-02, -3.90880E-02, -3.92101E-02, -3.92058E-02, -3.90753E-02, -3.88205E-02, -3.84450E-02, -3.79539E-02, -3.73540E-02, -3.66536E-02, -3.58621E-02, -3.49899E-02, -3.40483E-02, -3.30490E-02, -3.20037E-02, -3.09241E-02, -2.98212E-02, -2.87054E-02, -2.75862E-02, -2.64722E-02, -2.53707E-02, -2.42881E-02, -2.32296E-02, -2.21995E-02, -2.12010E-02, -2.02368E-02, -1.93084E-02, -1.84170E-02, -1.75630E-02, -1.67467E-02, -1.59675E-02, -1.52250E-02, -1.45182E-02, -1.38462E-02, -1.32077E-02, -1.26015E-02, -1.20262E-02,
 -1.17083E-02, -1.22702E-02, -1.28640E-02, -1.34915E-02, -1.41544E-02, -1.48542E-02, -1.55926E-02, -1.63711E-02, -1.71909E-02, -1.80531E-02, -1.89586E-02, -1.99078E-02, -2.09005E-02, -2.19362E-02, -2.30133E-02, -2.41298E-02, -2.52823E-02, -2.64665E-02, -2.76768E-02, -2.89064E-02, -3.01468E-02, -3.13885E-02, -3.26202E-02, -3.38299E-02, -3.50043E-02, -3.61294E-02, -3.71909E-02, -3.81748E-02, -3.90675E-02, -3.98564E-02, -4.05303E-02, -4.10797E-02, -4.14969E-02, -4.17763E-02, -4.19142E-02, -4.19089E-02, -4.17606E-02, -4.14716E-02, -4.10460E-02, -4.04898E-02, -3.98108E-02, -3.90185E-02, -3.81242E-02, -3.71401E-02, -3.60795E-02, -3.49564E-02, -3.37845E-02, -3.25774E-02, -3.13482E-02, -3.01089E-02, -2.88702E-02, -2.76418E-02, -2.64318E-02, -2.52472E-02, -2.40935E-02, -2.29751E-02, -2.18953E-02, -2.08564E-02, -1.98599E-02, -1.89064E-02, -1.79963E-02, -1.71291E-02, -1.63042E-02, -1.55205E-02, -1.47767E-02, -1.40716E-02, -1.34034E-02, -1.27707E-02, -1.21718E-02,
 -1.18226E-02, -1.24050E-02, -1.30220E-02, -1.36757E-02, -1.43681E-02, -1.51011E-02, -1.58768E-02, -1.66972E-02, -1.75639E-02, -1.84787E-02, -1.94428E-02, -2.04571E-02, -2.15221E-02, -2.26376E-02, -2.38026E-02, -2.50151E-02, -2.62721E-02, -2.75692E-02, -2.89006E-02, -3.02589E-02, -3.16349E-02, -3.30176E-02, -3.43946E-02, -3.57514E-02, -3.70727E-02, -3.83418E-02, -3.95418E-02, -4.06558E-02, -4.16677E-02, -4.25624E-02, -4.33267E-02, -4.39497E-02, -4.44224E-02, -4.47386E-02, -4.48943E-02, -4.48875E-02, -4.47188E-02, -4.43906E-02, -4.39075E-02, -4.32763E-02, -4.25061E-02, -4.16080E-02, -4.05950E-02, -3.94817E-02, -3.82840E-02, -3.70183E-02, -3.57011E-02, -3.43485E-02, -3.29756E-02, -3.15964E-02, -3.02233E-02, -2.88670E-02, -2.75366E-02, -2.62395E-02, -2.49816E-02, -2.37672E-02, -2.25995E-02, -2.14805E-02, -2.04114E-02, -1.93924E-02, -1.84232E-02, -1.75030E-02, -1.66306E-02, -1.58045E-02, -1.50229E-02, -1.42841E-02, -1.35860E-02, -1.29267E-02, -1.23042E-02,
 -1.19223E-02, -1.25248E-02, -1.31648E-02, -1.38445E-02, -1.45663E-02, -1.53328E-02, -1.61464E-02, -1.70095E-02, -1.79246E-02, -1.88938E-02, -1.99191E-02, -2.10019E-02, -2.21435E-02, -2.33443E-02, -2.46037E-02, -2.59204E-02, -2.72917E-02, -2.87132E-02, -3.01791E-02, -3.16815E-02, -3.32102E-02, -3.47532E-02, -3.62958E-02, -3.78216E-02, -3.93122E-02, -4.07479E-02, -4.21083E-02, -4.33732E-02, -4.45229E-02, -4.55397E-02, -4.64080E-02, -4.71151E-02, -4.76509E-02, -4.80086E-02, -4.81840E-02, -4.81753E-02, -4.79831E-02, -4.76101E-02, -4.70613E-02, -4.63443E-02, -4.54693E-02, -4.44491E-02, -4.32990E-02, -4.20363E-02, -4.06800E-02, -3.92498E-02, -3.77654E-02, -3.62459E-02, -3.47092E-02, -3.31715E-02, -3.16470E-02, -3.01477E-02, -2.86836E-02, -2.72625E-02, -2.58906E-02, -2.45720E-02, -2.33097E-02, -2.21051E-02, -2.09590E-02, -1.98710E-02, -1.88401E-02, -1.78649E-02, -1.69436E-02, -1.60740E-02, -1.52540E-02, -1.44812E-02, -1.37531E-02, -1.30673E-02, -1.24214E-02,
 -1.20056E-02, -1.26277E-02, -1.32900E-02, -1.39952E-02, -1.47463E-02, -1.55462E-02, -1.63979E-02, -1.73045E-02, -1.82689E-02, -1.92941E-02, -2.03828E-02, -2.15374E-02, -2.27598E-02, -2.40512E-02, -2.54119E-02, -2.68414E-02, -2.83373E-02, -2.98958E-02, -3.15109E-02, -3.31745E-02, -3.48757E-02, -3.66006E-02, -3.83329E-02, -4.00532E-02, -4.17397E-02, -4.33687E-02, -4.49156E-02, -4.63557E-02, -4.76652E-02, -4.88229E-02, -4.98102E-02, -5.06127E-02, -5.12194E-02, -5.16233E-02, -5.18203E-02, -5.18089E-02, -5.15899E-02, -5.11662E-02, -5.05431E-02, -4.97284E-02, -4.87334E-02, -4.75726E-02, -4.62639E-02, -4.48281E-02, -4.32879E-02, -4.16672E-02, -3.99898E-02, -3.82785E-02, -3.65547E-02, -3.48370E-02, -3.31418E-02, -3.14825E-02, -2.98700E-02, -2.83126E-02, -2.68162E-02, -2.53849E-02, -2.40210E-02, -2.27254E-02, -2.14980E-02, -2.03376E-02, -1.92426E-02, -1.82107E-02, -1.72394E-02, -1.63257E-02, -1.54670E-02, -1.46601E-02, -1.39021E-02, -1.31902E-02, -1.25215E-02,
 -1.20707E-02, -1.27114E-02, -1.33953E-02, -1.41255E-02, -1.49053E-02, -1.57382E-02, -1.66278E-02, -1.75779E-02, -1.85923E-02, -1.96748E-02, -2.08288E-02, -2.20579E-02, -2.33649E-02, -2.47522E-02, -2.62211E-02, -2.77720E-02, -2.94035E-02, -3.11123E-02, -3.28930E-02, -3.47370E-02, -3.66327E-02, -3.85649E-02, -4.05148E-02, -4.24597E-02, -4.43737E-02, -4.62280E-02, -4.79925E-02, -4.96366E-02, -5.11315E-02, -5.24512E-02, -5.35739E-02, -5.44834E-02, -5.51684E-02, -5.56222E-02, -5.58418E-02, -5.58266E-02, -5.55778E-02, -5.50980E-02, -5.43920E-02, -5.34674E-02, -5.23359E-02, -5.10137E-02, -4.95217E-02, -4.78848E-02, -4.61307E-02, -4.42886E-02, -4.23876E-02, -4.04553E-02, -3.85170E-02, -3.65947E-02, -3.47069E-02, -3.28688E-02, -3.10918E-02, -2.93846E-02, -2.77528E-02, -2.61999E-02, -2.47275E-02, -2.33355E-02, -2.20228E-02, -2.07872E-02, -1.96260E-02, -1.85361E-02, -1.75139E-02, -1.65559E-02, -1.56584E-02, -1.48178E-02, -1.40306E-02, -1.32931E-02, -1.26023E-02,
 -1.21157E-02, -1.27740E-02, -1.34784E-02, -1.42324E-02, -1.50399E-02, -1.59050E-02, -1.68320E-02, -1.78254E-02, -1.88899E-02, -2.00302E-02, -2.12510E-02, -2.25568E-02, -2.39519E-02, -2.54399E-02, -2.70237E-02, -2.87047E-02, -3.04831E-02, -3.23566E-02, -3.43202E-02, -3.63659E-02, -3.84813E-02, -4.06498E-02, -4.28500E-02, -4.50553E-02, -4.72345E-02, -4.93525E-02, -5.13719E-02, -5.32546E-02, -5.49645E-02, -5.64697E-02, -5.77448E-02, -5.87718E-02, -5.95401E-02, -6.00454E-02, -6.02871E-02, -6.02666E-02, -5.99856E-02, -5.94457E-02, -5.86499E-02, -5.76041E-02, -5.63192E-02, -5.48127E-02, -5.31090E-02, -5.12381E-02, -4.92343E-02, -4.71339E-02, -4.49729E-02, -4.27849E-02, -4.06003E-02, -3.84449E-02, -3.63399E-02, -3.43018E-02, -3.23429E-02, -3.04716E-02, -2.86931E-02, -2.70097E-02, -2.54220E-02, -2.39285E-02, -2.25269E-02, -2.12136E-02, -1.99847E-02, -1.88359E-02, -1.77627E-02, -1.67606E-02, -1.58249E-02, -1.49513E-02, -1.41355E-02, -1.33736E-02, -1.26617E-02,
